Volume,Text No.,Text Title,Match with T Text? (1=yes 0=no 2 = ref),Quote in LS,Ch. in T Text,Quote in T Text,P. No. in T Text,UID
5,28,snying po gsal ba'i me long zhes bya ba'i khrid bzhugs so:,1,klong gsal las dmigs su med pa chos sku'i 'od:_ma 'gags gsal ba longs sku'i 'od: snang ba sna tshogs sprul sku'i 'od:_ces so,18,dmigs su med pa chos sku'i 'od// [67] ma 'gags gsal ba longs sku'i 'od/_/,,28051
5,28,snying po gsal ba'i me long zhes bya ba'i khrid bzhugs so:,1,klong gsal las:_sems ni dran bsam rig pa'i rtsal:_snang shes dag tu gyur tshad kun:_rig pa nyid las logs pa med:_ces so:,18,sems ni dran sems rig pa'i rtsal/_/snang shes dag tu 'gyur tshad kun/_/rig pa nyid ni log na med/,,94203
5,28,snying po gsal ba'i me long zhes bya ba'i khrid bzhugs so:,1,klong gsal las:_snying dang rtsa dang dung khang dang : mig dang bzhi yi gzhal yas na:_ye shes chen po de na gnas:_zhes pa dang ,18,snying dang rtsa dang dung khang dang /_/mig dang bzhi'i gzhal yas khang na/_/ye shes chen po de na gnas/_/,,24493
5,28,snying po gsal ba'i me long zhes bya ba'i khrid bzhugs so:,1,klong gsal las:_sems can kun kyi lus kyi nang :_tsit+ta dung khang rtsa nang sgo:_de ni rig pa'i gnas yin no:_zhes pas:,18,sems can kun gyi lus kyi nang /_/tsit+ta rtsa nang dung khang sgo/_/de ni rig pa'i gnas yin no/,,98092
5,28,snying po gsal ba'i me long zhes bya ba'i khrid bzhugs so:,1,klong gsal las: rin chen lus kyi gnas de na:_ngo bo stong gsal sku ru gnas:_rang bzhin gsal stong ti la 'od:_thugs rje snang stong sgron mar gnas:_zhes pas,18,rin chen lus kyi gnas de na/_/ngo bo stong gsal sku ru gnas/_/rang bzhin gsal stong de la 'od/_/thugs rje sna tshogs sgron mar gnas|_|,,29052
5,28,snying po gsal ba'i me long zhes bya ba'i khrid bzhugs so:,1,klong gsal las:_rang rig ngo bo skur gnas te:_gsal la rang bzhin ma grub pa:_snying nang yab yum zhi ba'i tshul:_dung khang khro bo'i tshul du gnas/_zhes pa dang :,18,rang rig ngo bo skur gnas te/_/gsal la rang bzhin lhun grub pas/_/snying nang yab yum zhi ba'i tshul/_/dung khang khro bo'i tshul du gnas/,,52109
5,28,snying po gsal ba'i me long zhes bya ba'i khrid bzhugs so:,1,klong gsal las:_lus la gnas pa'i rig pa yang :_phyi ltar zhi khro'i rang bzhin la: nang ltar DAk+ki yab yum mo:_zhes so:,18,lus la gnas pa'i rim pa yang |_|phyi ltar zhi khro'i rang bzhin las/_/nang ltar d+hA ki yab yum mo/_/,,82949
5,28,snying po gsal ba'i me long zhes bya ba'i khrid bzhugs so:,1,klong gsal las:_rig pa sku yi rang mdangs ni:_rtsa yi nang na thig le dang :_'od zer lta bur gnas pa'o:_zhes so:,18,rig pa sku'i rang mdangs las/_/rtsa'i nang na thig le dang /_'od zer lta bur gnas pa'o/,,86884
5,28,snying po gsal ba'i me long zhes bya ba'i khrid bzhugs so:,1,klong gsal las:_rigs pa sku yi rang mdangs 'od:_rtsa yi nang na nyi zer bzhin:_dbang po'i sgo nas nges thon te: thugs rje'i sgron ma nam mkha'i mthongs su gsal:_ces so:,18,rig pa sku'i rang rtsal las/_/rtsa'i nang na nyi zer _bzhin|_|dbang po'i sgo nas nges thon te/_/thugs rje nam mkha'i mthongs su gsal/_/sgron ma bzhi'i ngo bo ste/_/,,48884
5,28,snying po gsal ba'i me long zhes bya ba'i khrid bzhugs so:,1,klong gsal las:_rig pa'i sku ni bum sku 'dra: ye shes bum pa'i mar me 'dra:_thugs rje me long ngos ltar gsal:_ces so: ,18,rig pa'i sku ni bum sku 'dra/_/ye shes bum pa'i mar me 'dra/_/thugs rje me long ngos ltar gsal/,,24620
5,28,snying po gsal ba'i me long zhes bya ba'i khrid bzhugs so:,1,klong gsal las:_'khor lo lnga yi dbus dag na: ro ma rkyang ma kun d+harma:_dbang po'i sgo la zug par gnas:_zhes so:_,18,khor lo lnga'i dbus dag na/_/ro ma rkyang ma kun d+har ma/_/dbang po'i sgo la zug par gnas,,51392
5,28,snying po gsal ba'i me long zhes bya ba'i khrid bzhugs so:,1,de yang klong gsal las: rtsa yi gtso bo gsum las ni:_yal ga grangs las 'das par gyes:_thad sor dbang po'i sgo rten byed:_de yis chos kun ston par byed:_khyad par tsit+ta nas 'brel ba'i:_dar skud ba men rwa yi kha:_dbang po'i mig la zug pa ste:_de ni chos nyid kun gyi lam:_zhes so:_,18,rtsa'i gtso bo gsum la ni/_/yal ga grangs las 'das pa gyes/_/thad so dbang po'i sgo don byed/_/de'i chos kun ston byed cing /_/khyad par tsit+ta nas [69] 'brel ba'i/_/dar skud ba man rwa 'dra'i kha/_/dbang po'i sgo la zug pa ste/_/de ni chos nyid kun gyi lam/_/,,25105
5,28,snying po gsal ba'i me long zhes bya ba'i khrid bzhugs so:,1,klong gsal las:_yid dpyod tshig phyir ma lus par:_mngon sum 'char ba'i sgo ni mig:_gzhan la de ltar ma yin no:_zhes so:,18,yid dpyod tshig phyir ma lus pa/_/mngon sum 'char ba'i sgo ni mig_/gzhan la de lta ma yin no/,,79898
5,28,snying po gsal ba'i me long zhes bya ba'i khrid bzhugs so:,1,klong gsal las:_rkyen bral gsum la 'char bar 'gyur:_ces pa dang :,18,rkyen bral gsum las 'char bar 'gyur/,,91309
5,28,snying po gsal ba'i me long zhes bya ba'i khrid bzhugs so:,1,klong gsal las:_de ltar bla mas ngo sprad pas:_rgyang zhags las ni sgron mar shar:_yul snang rang mdangs nyid du gsal:_de nyid shes rab sgron ma yis:_yid dpyod theg pa'i sgro 'dogs gcod:_dngos su thig le sgron mar shar:_'khor 'das zang thal nyid du chod: rnam dag dbyings kyi sgron ma yis:_nyams kyi snang ba gong 'phel lo:_zhes pa dang*:_snying gi me long las kyang :_ye shes sgron ma stong nyid nam mkha' la:_ye shes 'od phung nam mkha'i mtha' dang mnyam:_bag chags dbugs la brten nas ye shes tshad la sbyor:_ces pa dang :,18,de ltar bla mas ngo sprod pas/_/rgyang zhag las ni sgron ma shar/_/yul snang rang mdangs nyid du gsal/_/de nyid shes rab sgron ma yin/_/yid dpyod theg pa sgro 'dog chod/_/dngos su thig le sgron ma shar/_/'khor 'das zang thal nyid du chod/_/rnam dag dbyings kyi sgron ma yin/_/nyams kyi snang ba gong 'phel lo/,,15758
5,28,snying po gsal ba'i me long zhes bya ba'i khrid bzhugs so:,1,klong gsal las:_yul du sgron ma dag la ni:_lam snang rig pa lu gu rgyud:_lam snang lhun grub rig mdangs lnga: lam snang thugs rje dbang por gsal:_ces pas ,18,yul du sgron ma dag la ni/_/lam snang rig pa lu gu rgyud/_/lam snang lhun grub rig mdangs lnga/,,36726
5,28,snying po gsal ba'i me long zhes bya ba'i khrid bzhugs so:,1,klong gsal las:_bden pa mthong ba'i gang zag gis:_dang po'i sa nas bcu drug bar:_rim pas nyams su blangs pas 'byung :_gzhan dang sgo bstun gnas skabs kyi:_yon tan 'bras bu'i thob tshul lo:_zhes so:,18,bden pa mthong ba'i gang zag gis/_/dang po'i sa nas bcu drug bar/_/rim par nyams su blang bas 'byung /_/gzhan dang sgo bstun gnas skabs su/_/yon tan 'bras bu'i thob tshul lo/,,79830
5,28,snying po gsal ba'i me long zhes bya ba'i khrid bzhugs so:,1,klong gsal las:_ngo bo stong gsal ye shes sku:_rang bzhin thugs rje phyogs ris med:_dbyer med chen por ye sangs rgyas:_zhes pa dang :,18,ngo bo stong gsal ye shes sku/_/ [72]rang bzhin thugs rje phyogs ris med/_/dbyer med chen por ye sangs rgyas/_/,,97214
5,28,snying po gsal ba'i me long zhes bya ba'i khrid bzhugs so:,2,e ma mkhas pa shrI sing ha yisaDAk+ki klong gsal nyi ma'i rgyud:_bcu bdun rgyud rnams bdag la gtad g.ya' ri gong gi brag phug tu_tshe yi rig 'dzin bsgrubs shing bsgoms:_spros med mya ngan 'da' don du:_rgyud kyi khong snying gdams par phyung :_ye shes mtsho rgyal nyid la gtad:_gzhan yang rgyal po la sogs pa:_skal ldan slob bu mang lags kyang :_'di nyid tshig tsam brjod pa med:_bi ma mi tra 'byon dgongs nas:_bco brgyad rgyud dang gdams pa bcas:_ma 'ongs skal ldan don du ni: bum thang seng ge brag la sbas:_snyigs maRa 'gro don rgya chen 'byung :_mtsho rgyal khyod la gtad pa yi:_ku su lu pa'i gdams pa'i skor:_dang lung ldang lha'i brag la sbed:,,,,29250
5,29,khrid rgyab lung gi phreng ba bzhugs so:,0,klong gsal nyi ma'i rgyud las:_gsang sngags snying po'i don 'di bstan pa la:_snod kyi dam pa mchog tu gces:_zhes pas:,,,,16279
5,29,khrid rgyab lung gi phreng ba bzhugs so:,1,klong gsal las:_dad ldan snying rje gtong phod che:_rgyud dul sdig 'dzem dbang po rno:_gsang thub nyams len brtul zhugs che:_skyo shas sdug bsran snying rus che:_de ni gsang sngags gsang ba'i snod yin pas:_bdud rtsi thigs pa snying gi yang zhun 'di:_bu yi bu mchog de la bstan par bya:_zhes so:_,49,dad ldan snying rje gtong phod che/_/dam tshig sgrub la shin tu mos/_/sdig 'dzem shes rab dbang po rno/_/gsang thub brtul zhugs spyod pa nus/_/skyo shas zhen log snying rus che/,,61309
5,29,khrid rgyab lung gi phreng ba bzhugs so:,1,klong gsal las:_gsang sngags snying po'i snod du rung :_'gro ba 'dren pa'i gru chen mchog:_ces so:,101,gsang sngags snying po'i snod du rung /_/'gro ba 'dren pa'i gru chen yin/_/,,86888
5,29,khrid rgyab lung gi phreng ba bzhugs so:,1,klong gsal las:_me tog dbang yon tshogs 'khor gtor tshogs rgyu:_nyams len dus su khams kyi rten po btsal:_mthun pa'i yo byad kun dang ldan par bya:_zhes so:,9,me tog dbang yon tshogs 'khor gtor tshogs rgyu/_/nyams len dus gsum khams kyis brtan so brtsal/_/mthun pa'i yo byad kun dang ldan par bya/,,58884
5,29,khrid rgyab lung gi phreng ba bzhugs so:,1,klong gsal lasaH:_skal ldan nges shes bskyed pa'i phyir:_brgyud pa'i lo rgyus bshad par bya:_zhes so:,101,skal ldan nges shes bskyed pa'i phyir/_/rgyud pa'i lo rgyus bshad par bya/,,43870
5,29,khrid rgyab lung gi phreng ba bzhugs so:,1,klong gsal las: spros bcas phyi yi bum dbang dang :_spros med nang gi gsang dbang dang :_shin tu spros med shes rab ye shes dbang :_rab tu spros med tshig dbang rin po che:_snod ldan bu la rim pa bzhin du bstan:_ces so:,101,spros bcas phyi'i bum dbang dang /_/spros med nang gi gsang dbang dang /_/shin tu spros med shes rab ye shes dbang /_/rab tu spros med tshig gi dbang /_/snod ldan bu la rim [255] bzhin bstan/_/,,68845
5,29,khrid rgyab lung gi phreng ba bzhugs so:,1,yang de nyid las: mngon sum gnad du dbab pa'i phyir:_kun tu sbros med khyad par dbang lnga bskur:_ces so:_,101,mngon sum gnad du dbab pa'i phyir/_/spros med khyad par dbang lnga bskur/,,86514
5,29,khrid rgyab lung gi phreng ba bzhugs so:,1,klong gsal las:_lus ngag yid gsum sngon du 'gro ba ni:_thun mong khyad par mthar thug gi:_dgos pa gsum du shes par bya:_zhes so:,101,lus ngag yid gsum mngon 'gros nas//thun mong khyad par mthar thug gis/_/dgos pa gsum du shes par bya/_/,,60306
5,29,khrid rgyab lung gi phreng ba bzhugs so:,1,klong gsal las:_nang gi 'khrul rgyu zad bya'i phyir:_'khor 'das ru shan nang ltar dbye:_zhes so:,101,nang gi 'khrul rgyu zad pa'i phyir/_/'khor 'das ru shan nang ltar 'byed/,,60217
5,29,khrid rgyab lung gi phreng ba bzhugs so:,1,klong gsal las:_ru shan nang ltar sus phye ba:_'khrul rgyu 'khor ba'i sa bon stongs:_gsum po 'khor bar ldog pa med:_ces so:,101,khor 'das ru shan nang ltar 'byed//rigs drug sa bon 'bru gsum bsregs/_/nang ltar bsregs sbyangs su byas pas/_/'khrul rgyu 'khor ba'i sa bon stong /_/sgo gsum 'khor bar ldog pa med/_/,,99303
5,29,khrid rgyab lung gi phreng ba bzhugs so:,1,klong gsal las:_lus ngag yid kyi 'byung 'khrugs pas:_de dag grol phyir rnal du dbab:_ces pa dang :,101,lus ngag yid gsum 'byung 'khrug la/_/de dag grol phyir rnal du dbab/,,62079
5,29,khrid rgyab lung gi phreng ba bzhugs so:,1,klong gsal las:_'di ltar rnal du sus phab pa:_'byung* 'khrugs nad rkyen zhi ba dang :_'dzin pa rang grol nyid du 'gyur:_ces so,101,de ltar rnal dbab [256] yon tan gyis/_/'byung 'khrug nad rkyen zhi ba dang /_/'dzin pa rang grol nyid du 'gyur/_/,,86462
5,29,khrid rgyab lung gi phreng ba bzhugs so:,1,klong gsal las:_rnal du dbab pa sor nyid gzhug:_ka dag don nyid rtog bya'i phyir:_zhes so:,101,de nas sor 'jug dag la sbyangs/_/ka dag don ni rtogs phyir dang /,,57596
5,29,khrid rgyab lung gi phreng ba bzhugs so:,1,klong gsal las:_bya ba dgu phrugs nyid du btang :_zhes pa dang :_de nyid las:_mngon sum gnad du dbab pa'i phyir: phyi nang gsang ba'i bya ba ni:lus ngag yid kyis dgu phrugasaH btang zhes so: ,101,mngon sum gnad du dbab pa'i phyir/_/phyi nang gsang ba'i bya ba ni/_/lus ngag yid gsum dgu phrugs btang /_/,,93025
5,29,khrid rgyab lung gi phreng ba bzhugs so:,1,klong gsal las:_lus kyi bya ba gtang ba'i phyir:_chos dang lo ka'i bya ba dang :_grogs med gcig pur gnas par bya:_ngag gis 'khrul gtam chos spyod dang :_lkugs pa lta bu nyid la bslab:_'di ni lo ka 'das pa yi: 'gyu ba bcad la gnas par bya:_zhes so:_,101,lus kyi bya ba btang ba'i phyir/_/chos dang lo ka'i bya ba btang /_/grogs med gcig pur gnas par bya/_/ngag ni 'khrul gtam chos spyod spang /_/lkug pa lta bu nyid la bslab/_/yid ni lo ka 'das pa'i/_/'gyu ba bcad la gnas par bya/,,22478
5,29,khrid rgyab lung gi phreng ba bzhugs so:,1,klong gsal las:_rig pa lus la gnas gyur kyang :_'khrul 'khor dag gis ma gcun naH:_ye shes dbang poRa snang mi nus:_zhes so:,101,rig pa lus la gnas gyur kyang /_/'khrul 'khor dag gis ma gcun na/_/ye shes dbang po snang mi nus /_/,,82003
5,29,khrid rgyab lung gi phreng ba bzhugs so:,1,klong gsal las:_lus kyi gnad ni ma gzir na:_'byung zad rlung ni mi zin cing : de bzhin lus la drod mi skye:_rig pa mngon du snang mi nus:_zhes so:_,101,lus kyi gnad mchog ma zin na/_/de bzhin lus la drod mi skyes/_/rig pa dngos su [257] snang mi nus/_/,,14876
5,29,khrid rgyab lung gi phreng ba bzhugs so:,1,klong gsal las:_de ltar ngag gnad ma gzir na:_brjod med don ni mi rtogs shing :_'khrul ba'i gtam gyis don la sgrib:_ngag gi gnad gzir mchog tu gces:_zhes so:,101,de nas ngag gnad ma gzir na/_/brjod med don ni mi rtogs shing*/_/'khrul pa'i gtam gyis don la sgrib/_/ngag gi gnad gzir mchog tu gces|_,,16634
5,29,khrid rgyab lung gi phreng ba bzhugs so:,1,klong gsal las:_sems kyi gnad nyid ma gzir na:_dbyings dang rig pa mi mthong bas:_gnad gzir gtad pa'i 'ben nyid bca':_zhes so:_,101,sems kyi gnad ni ma gzir na/_/dbyings dang rig pa mi mthong bas/_/gnad gzir stong pa'i 'ben nyid bcas/,,32599
5,29,khrid rgyab lung gi phreng ba bzhugs so:,1,klong gsal las gnad gsum sngon du ma gzir na:_mngon sum rang thog mi phebs te:_yid dpyod 'dzin dang khyad med pas:_gnad gsum btsal ba mchog tu gcesaH zhes so:,101,gnad gsum mngon du ma gzir na/_/mngon sum rang thog mi pheb ste/_/yid dpyod 'dzin dang khyad par che/_/gnad gsum rtsol ba mchog tu gces/,,69360
5,29,khrid rgyab lung gi phreng ba bzhugs so:,1,klong gsal las:_ye shes 'char ba'i sgo ni mig:'char gnad phab bzlog zur la mnan:_ces so:_,101,ye shes 'char ba'i sgo ni mig_/'char gAnd phab bzlog zur la gnod/_/rkyen bral gsum la 'char bar 'gyur/_/,,87391
5,29,khrid rgyab lung gi phreng ba bzhugs so:,1,klong gsal las:_rkyen bral gsum la gsal bar 'gyur:_zhes pas:_,101,rkyen bral gsum la 'char bar 'gyur/,,45307
5,29,khrid rgyab lung gi phreng ba bzhugs so:,1,klong gsal las:_phyi nang rlung ni dal zhing mnyam:_yid tsam phyi ru 'dur ba yis:_rlung ni 'gro 'ong 'chad par 'gyur:_zhes so:,101,phyi nang rlung ni dal zhing snyoms/_/yid tsam phyi ru 'dur ba yis/_/rlung gi 'gro 'ong chad par 'gyur/_/,,82922
5,29,khrid rgyab lung gi phreng ba bzhugs so:,1,klong gsal las:_rig gnad lug rgyud btson du bzung :_dngos snang dal ba nyid kyi rten:_ces so:,101,rig gnad lug rgyud btson du bzung /_/dngos snang dal ba nyid kyi rten/,,14321
5,29,khrid rgyab lung gi phreng ba bzhugs so:,1,klong gsal las:_gnad gsum bstun par ma byas na:_rig pa'i don la reg mi 'gyur:_ces so:_,101,gnad gsum bstun par ma byas na/_/rig pa'i don la reg mi 'gyur/,,35310
5,29,khrid rgyab lung gi phreng ba bzhugs so:,1,klong gsal las:_snang bzhi'i 'char tshul ma shes na:_sa zin med pa'i skyon nyid 'gyur:_snang ba bzhi ru shes par bya:_zhes so:,101,snang bzhi 'char tshul ma shes na/_/sa zin med pa'i skyon 'byung bas/_/snang ba bzhi [258] ru shes par bya/_/,,31844
5,29,khrid rgyab lung gi phreng ba bzhugs so:,1,:_klong gsal las:_rkyen bral mkha' la bla ma yis: gzigs stangs gcun zhing ngo sprad pas:_dbang po'i sgo la sgron ma ni:_'ja' 'am rma bya'i mdongs lta bu:_thig le lug rgyud 'brel ba la:_'gul 'phrig 'gyu ba'i rnam par 'byung :_zhes pa dang :,101,rkyen bral mkha' la bla ma'i/_/gzigs stangs gcun zhing ngo sprad pas/_/dbang po'i sgo la sgron ma ni/_/'ja' 'am rma bya'i mdongs lta bu/_/thig le lug rgyud 'grel pa la/_/'gul 'phrig rgyu ba'i rnam pa'o/,,58999
5,29,khrid rgyab lung gi phreng ba bzhugs so:,1,klong gsal las:_de ltar gsal ba'i dbyings rig ni:_nyi ma'i 'od kyi tshul du gnas:_zhes so:_,101,de ltar gsal ba'i dbyings rig ni/_/nyi ma 'od kyi tshul du gnas/,,78617
5,29,khrid rgyab lung gi phreng ba bzhugs so:,1,klong gsal las:_rig pa mngon sum mthong ba ni:_bden pa mthong ba'i gnad kyis su:_khams gsum ldog pa ma yin no: zhes so:_,101,rig pa_mngon sum mthong ba ni/_/bden pa mthong ba'i gnad kyis ni/_/khams gsum bzlog pa ma yin no/_/,,97375
5,29,khrid rgyab lung gi phreng ba bzhugs so:,1,klong gsal las:_de ltar gsal ba'i dbyings rig ni:_nyi ma'i 'od kyi tshul du gnas:_zhes so:,101,de ltar gsal ba'i dbyings rig ni/_/nyi ma 'od kyi tshul du gnas/,,52200
5,29,khrid rgyab lung gi phreng ba bzhugs so:,1,klong gsal las:_gong du 'phel ba'i snang ba yis: nyams kyi 'phel ba shan dbye ba:_ces so:_,101,gong du 'phel ba'i snang ba'i/_/nyams kyi 'phel shan dbye ba gces/_/,,16264
5,29,khrid rgyab lung gi phreng ba bzhugs so:,1,klong gsal lasaH: nyams snang gong du 'phel ba ni:_'od ni sna tshogs 'gyur 'phel dang :_thig le 'phel zhing rig brtan tshad:_sa bon 'bras bu'i bar bzhin 'byung :_zhes so:_,101,nyams snang gong du 'phel ba yis/_'od zer sna tshogs 'gyur 'phel dang //thig le 'phel zhing rig rten tshad/_/sa bon 'bras bu'i bar bzhin 'byung /_/,,14569
5,29,khrid rgyab lung gi phreng ba bzhugs so:,1,klong gsal las: mtha' rten man ngag rnam pa bzhi:_gong ma'i rgyab tu med thabs med:_ces so:_,101,tha' rten man ngag rnam pa bzhis/_/gong ma'i rgyab tu med thabs med/_/,,80403
5,29,khrid rgyab lung gi phreng ba bzhugs so:,1,klong gsal las:_yid bzhin nor bu'i gsang rgyud 'di:_las can cig dang ma 'ongs 'phrad:_ces so:,101,yid bzhin nor bu'i gsang rgyud 'di/_/ma 'ongs las can rnams dang 'phrad/_/ces gsungs so/,,32330
5,32,snying thig chen mo'i rgyab chos kyi rtsa ba bdog go,2,rgya gar skad du:_DAk+ki ni tsit+ta ma kri:_bod skad du:_mkha' 'gro snying thig ces bya ba:_kun tu bzang mo bya bral ngang la phyag 'tshal lo:_ye shes brdal khyab chos kyi pho brang du:_cir yang ma grub chos dbyings gsal ba'i yum: kun tu bzang mo rigs lnga'i mkha' 'gro dang :_DAk+ki grangs las 'das pa'i 'khor tshogs la:_kun tu bzang mo klong gsal nyi ma'i rgyud bshad de:_brgyud nas shrI sing ha yis:_'di rgyud bcu bdun rdzogs par bdag la gtad:_,,,,53093
5,32,snying thig chen mo'i rgyab chos kyi rtsa ba bdog go,0,klong gsal las:_ma grub thog ma'i gong dag nas:_kun khyab ye shes gnas pa la: 'khrul med 'khrul dang gnas pa'i tshul:_lam dang 'char sgo yul la gsal: nyams len gong 'phel grol ba'i rtags:_rkyen gyi bar chad ci lta bu:_zhes,,,,42132
5,32,snying thig chen mo'i rgyab chos kyi rtsa ba bdog go,0,klong gsal las: thog mtha' ka dag gsal stong khyab:_ces pa dang :_,,,,38793
5,32,snying thig chen mo'i rgyab chos kyi rtsa ba bdog go,0,de yang klong gsal las:_ye shes nyid las ma rig 'khrul: ces so:_,,,,59160
5,32,snying thig chen mo'i rgyab chos kyi rtsa ba bdog go,0,de yang klong gsal las:_ye shes gsal ba'i yul drug la:_gnyis 'dzin sems de byung ba'o:_zhes so:,,,,77748
5,32,snying thig chen mo'i rgyab chos kyi rtsa ba bdog go,0,klong gsal las:_ye shes ma rig yul du bzung :_der 'dzin rlung sems 'dus pa las:_'byung ba lnga yi dbus su tshud:_ces so:_,,,,91843
5,32,snying thig chen mo'i rgyab chos kyi rtsa ba bdog go,0,klong gsal las:_zhugs nas don de sprul pa'i sku:_zhes so:,,,,82397
5,32,snying thig chen mo'i rgyab chos kyi rtsa ba bdog go,0,klong gsal las:_gzung 'dzin sred pa sbyor mtshams su:_lte ba'i gru gsum rtsa mdud duH:_rlung sems thig le rnam par phra:_mu tig rnam pa lta bu ru:_mer nur gor dang rus sbal ltar:_lte ba dag nas 'byung bzhi bskyed:_ces so:,,,,99297
5,32,snying thig chen mo'i rgyab chos kyi rtsa ba bdog go,0,klong gsal las:_ye shes rlung de kun la khyab:_ces so:,,,,72900
5,32,snying thig chen mo'i rgyab chos kyi rtsa ba bdog go,0,klong gsal las:_ye shes rtsal gyis lus grub pas:_rtsa grub de la thig les khyab:_rgyu yi thig le yi ger gnas: de la sku dang ye shes kyi:_thig le dag tu gnas pa'o:_,,,,48087
5,32,snying thig chen mo'i rgyab chos kyi rtsa ba bdog go,0,klong gsal las:_thog ma'i ka dag ye shes lnga:_de la dbyer med sku lnga ste:_de gsal 'od lnga de yul lnga:_rlung lnga bskyod pa'i 'byung ba lnga: 'byung lnga de ni dngas ma lnga:_de la phung po'i dngas ma lnga:_yi ge mkha' 'gro shes rab lnga:_zhes so:_,,,,85644
5,32,snying thig chen mo'i rgyab chos kyi rtsa ba bdog go,0,klong gsal las:_thog mtha' bar gsum sangs rgyas kyi dgongs pa sku gsum ye shes lnga'i bdag nyid du 'khrul dang 'khrul med par bstan pa'o:,,,,12699
5,32,snying thig chen mo'i rgyab chos kyi rtsa ba bdog go,0,klong gsal las lus la ye shes kun khyab kyang :_rtsa lnga'i dbus na dngas ma yi:_thig le thabs dang shes rab tshul: lngar gnas khyad par tsit+ta'i nang :_dar dkar rtsa yi 'brel thag la:_ye shes mig gi tshul du gnas:_zhes so:_,,,,84823
5,32,snying thig chen mo'i rgyab chos kyi rtsa ba bdog go,0,klong gsal las rat+na zur brgyad snying dkyil na:_kun khyab ye shes ngo bo ni:_sa bon yi ge'i tshul du gnas: zhes so:_,,,,65902
5,32,snying thig chen mo'i rgyab chos kyi rtsa ba bdog go,0,klong gsal las:_ye shes ma rig 'khrul pa las:_'byung bzhi'i dngas ma ye shes 'dres:_ngar 'dzin rkyen gyis sha lus grub:_ye shes tsit+ta'i snying nang du: thig le dag dang mnyam du gnas:_rtsa sgor gsal tsam ma yin par:_nang gsal sha khrag rgya yis gtums:_rtsa la gnas pa'i ye shes de:_rkyen gyis nyams su blangs pas na:_lhag med dag tu mya ngan 'da':_zhes so:,,,,45492
5,32,snying thig chen mo'i rgyab chos kyi rtsa ba bdog go,0,klong gsal las:_ye shes snying gi dkyil na gnas:_dar dkar skud pa lta bu yi:_rtsa yi lam la snang bar byed:_ces so:,,,,34926
5,32,snying thig chen mo'i rgyab chos kyi rtsa ba bdog go,1,da sgo la snang ba'i rig pa de:_yul gar gsal ba ni:_klong gsal las:_rkyen bral gsum la gsal bar 'gyur:_zhes pas:,17,yul mkha' rkyen dang bral ba dang /_/gnas nyid rkyen dang bral ba'o/_/rkyen bral gsum las 'char bar 'gyur,,62989
5,32,snying thig chen mo'i rgyab chos kyi rtsa ba bdog go,0,klong gsal las:_rig pa ye shes lu gu rgyud:_ye nas gzhi la gnas mod kyang :_bar du rkyen med rkyen gyis bsal:_ces pas:,,,,31071
5,32,snying thig chen mo'i rgyab chos kyi rtsa ba bdog go,0,klong gsal las:_mtshan nyid ldan pa'i slob ma la: mtshan nyid ldan pa'i bla ma yis:_dbang gis smin par byas nas su:_dben pa'i gnas su bya ba btang :_rkyen bral bzhi yi yul la ni:_mi 'gul gsum gyis nyams su blang :_zhes pas:,,,,80960
5,32,snying thig chen mo'i rgyab chos kyi rtsa ba bdog go,0,klong gsal las:_'od lnga'i snang ba bar dor 'char:_de nyid ngo shes zug rngu bral:_rig pa rdo rje lu gu rgyudaH: mthong ba tsam gyis shes pa dang :_shes pa tsam gyis grol bar 'gyur:_ces so:_,,,,20837
5,32,"snying thig chen mo'i rgyab chos kyi rtsa ba bdog go
",2,kun tu bzang po klong gsal nyi ma'i rgyud bcu bdun rgyud dang bcas pa gsungs:,,,,59822
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las: ston pa thugs rje chen po yis:_'dul byed theg pa mang gsungs kyang :_yang gsang rdzogs pa chen por 'dus:_zhes so:,18,ston pa thugs rje chen po yis/_/gdul byed theg pa mang gsung yang /_/yang gsang rdzogs [61] pa chen por 'dus/_/,,67667
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_ngo bo ka dag ye shes ni: ma rig rtog pa kun dang bral:_rang bzhin lhun grub ye shes ni:_stong gsal rang mdangs nyid du gnas:_thugs rje kun khyab ye shes ni:_'gag med snang stong gnyis su gnas:_zhes pa dang :_,18,ngo bo ka dag ye shes te/_/ma rig rtog pa kun dang bral/_/rang bzhin lhun grub ye shes ni|_|stong gsal rang mdangs nyid du gnas/_/thugs rje kun khyab ye shes ni/_/'gag med stong pa nyid du gnas/_/,,82319
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_dang por ma rig dug las byung :_zhes pas:_,18,dang po ma rig drug las byung /,,74633
